,geometry,crimes_2021,crimes_2022,crimes_2023,crimes_2020,gas_station,bar,liquor_store
2652,"POLYGON ((1455872 7464209, 1456372 7464209, 1456372 7464116.32784864, 1456363.0916910833 7464114.962206644, 1456359.4569285933 7464114.403093033, 1456344.859450633 7464112.179073078, 1456341.7450000418 7464111.739846274, 1456211.0245556796 7464093.77469565, 1456205.8093172004 7464093.0465729805, 1456051.6331995341 7464071.867936114, 1455872 7464047.162532107, 1455872 7464209))",0,0,0,0,3329.944748437391,3545.4336871631426,9451.198441814331
2532,"POLYGON ((1454872 7464209, 1455372 7464209, 1455372 7463971.332483662, 1455365.9102568303 7463971.244168838, 1455286.607324347 7463970.878958678, 1455259.773181786 7463969.955827502, 1455256.5920177998 7463969.832229529, 1455211.5975037734 7463968.2985787485, 1455116.9929654195 7463954.924610981, 1455029.9652010642 7463942.607182127, 1454872 7463927.316249164, 1454872 7464209))",0,0,0,0,3888.996683973617,4127.875900518331,9295.820161363676
2712,"POLYGON ((1456372 7464209, 1456872 7464209, 1456872 7464075.66319478, 1456866.8579120287 7464075.16030673, 1456745.331370939 7464067.088336938, 1456577.390400699 7464095.864251568, 1456547.4236694295 7464100.955788171, 1456514.4823981372 7464108.474608469, 1456482.2471784812 7464114.103882778, 1456442.037223481 7464118.329512763, 1456385.595539848 7464118.412042213, 1456372 7464116.32784864, 1456372 7464209))",0,0,0,0,3142.6104886031967,3335.6296990782325,9607.83909960486
2533,"POLYGON ((1454872 7464209, 1454872 7464709, 1455372 7464709, 1455372 7464209, 1454872 7464209))",0,0,0,0,3589.1041541695313,3832.515872093321,8924.861928861434
2593,"POLYGON ((1455372 7464209, 1455372 7464709, 1455872 7464709, 1455872 7464209, 1455372 7464209))",0,0,0,0,3285.7198790896605,3520.150324832242,9026.48568769597
2653,"POLYGON ((1455872 7464209, 1455872 7464709, 1456372 7464709, 1456372 7464209, 1455872 7464209))",0,0,0,0,3034.8379887916526,3254.9560225886075,9154.328336427534
2534,"POLYGON ((1454872 7464709, 1454872 7465209, 1455372 7465209, 1455372 7464709, 1454872 7464709))",0,0,0,0,3225.9230380804092,3474.794261655903,8433.163226215916
2654,"POLYGON ((1455872 7464709, 1455872 7465209, 1456372 7465209, 1456372 7464709, 1455872 7464709))",0,0,0,0,2595.2172233464225,2825.0231786616214,8675.644577890469
2594,"POLYGON ((1455372 7464709, 1455372 7465209, 1455872 7465209, 1455872 7464709, 1455372 7464709))",1,0,0,0,2884.591122149884,3126.895514788766,8540.639637693443
2535,"POLYGON ((1454872 7465209, 1454872 7465709, 1455372 7465709, 1455372 7465209, 1454872 7465209))",0,0,0,0,2903.702854246435,3155.9804200638437,7942.501089125555
2655,"POLYGON ((1455872 7465209, 1455872 7465709, 1456372 7465709, 1456372 7465209, 1455872 7465209))",3,0,6,1,2181.7569192040783,2422.1422771928524,8199.5054968358
2595,"POLYGON ((1455372 7465209, 1455372 7465709, 1455872 7465709, 1455872 7465209, 1455372 7465209))",1,0,1,1,2519.082523484866,2768.3014307325107,8056.52573828822
2892,"POLYGON ((1457872 7464209, 1458372 7464209, 1458372 7464121.115793887, 1458132.962196486 7464030.09911659, 1458034.5463364408 7464004.869602144, 1458003.4064424322 7463999.740148731, 1457987.5287692347 7463998.579962657, 1457974.2496112667 7463999.734752969, 1457919.6568446464 7464014.687606778, 1457872 7464027.9777339455, 1457872 7464209))",0,0,0,0,3127.624301295319,3229.3320617870995,10191.842018886646
2772,"POLYGON ((1456872 7464209, 1457372 7464209, 1457372 7464112.898720788, 1457286.6115710256 7464114.224149076, 1457097.476570089 7464097.70528751, 1457090.296359615 7464097.012232594, 1456872 7464075.66319478, 1456872 7464209))",0,0,0,0,3051.298004708436,3219.401988258952,9762.458005249055
2832,"POLYGON ((1457372 7464209, 1457872 7464209, 1457872 7464027.9777339455, 1457859.8394468885 7464031.368963442, 1457812.0952111213 7464044.228908645, 1457803.7031477448 7464046.384180354, 1457663.3001089075 7464082.426336046, 1457604.3826595452 7464097.55789505, 1457590.9617268934 7464099.609853944, 1457518.981550577 7464110.61722308, 1457372 7464112.898720788, 1457372 7464209))",0,0,0,0,3046.6023249557848,3179.3063841150993,9983.11636515792
2713,"POLYGON ((1456372 7464209, 1456372 7464709, 1456872 7464709, 1456872 7464209, 1456372 7464209))",0,0,0,0,2850.3557870169384,3049.265339152229,9307.309531333964
2833,"POLYGON ((1457372 7464209, 1457372 7464709, 1457872 7464709, 1457872 7464209, 1457372 7464209))",0,0,0,0,2730.036831494573,2864.3637875964323,9683.727461775237
2893,"POLYGON ((1457872 7464209, 1457872 7464709, 1458372 7464709, 1458372 7464209, 1457872 7464209))",0,0,0,0,2804.8863783912743,2899.6310639912604,9904.486911237746
2773,"POLYGON ((1456872 7464209, 1456872 7464709, 1457372 7464709, 1457372 7464209, 1456872 7464209))",0,0,0,0,2745.690187721284,2915.69880270999,9484.212889481127
2774,"POLYGON ((1456872 7464709, 1456872 7465209, 1457372 7465209, 1457372 7464709, 1456872 7464709))",0,0,0,0,2250.272300209442,2426.3793518561833,9023.04691796292
2894,"POLYGON ((1457872 7464709, 1457872 7465209, 1458372 7465209, 1458372 7464709, 1457872 7464709))",0,0,0,0,2322.1322989497976,2407.047477357406,9463.822828309922
2714,"POLYGON ((1456372 7464709, 1456372 7465209, 1456872 7465209, 1456872 7464709, 1456372 7464709))",0,0,0,0,2376.8548400611057,2585.3503359399324,8836.916445390905
2834,"POLYGON ((1457372 7464709, 1457372 7465209, 1457872 7465209, 1457872 7464709, 1457372 7464709))",0,0,0,0,2231.1458758803474,2364.444365740785,9232.532648450266
2835,"POLYGON ((1457372 7465209, 1457372 7465709, 1457872 7465709, 1457872 7465209, 1457372 7465209))",0,0,0,0,1732.8943238405614,1864.5681563495891,8786.622824240281
2715,"POLYGON ((1456372 7465209, 1456372 7465709, 1456872 7465709, 1456872 7465209, 1456372 7465209))",0,0,1,1,1916.859345091042,2137.768371581516,8369.95661957578
2775,"POLYGON ((1456872 7465209, 1456872 7465709, 1457372 7465709, 1457372 7465209, 1456872 7465209))",0,2,2,1,1757.4516332550513,1942.5071454446688,8566.239386949232
2953,"POLYGON ((1458372 7464209, 1458372 7464709, 1458872 7464709, 1458872 7464227.990883649, 1458846.8057782904 7464224.175907034, 1458847.509796708 7464243.190390567, 1458833.0393150114 7464245.886877031, 1458830.4229015436 7464246.3808681695, 1458818.012768163 7464248.69333662, 1458786.090025615 7464254.640501884, 1458737.4404844346 7464246.808237666, 1458633.8061566513 7464220.788885868, 1458602.8394139605 7464209, 1458372 7464209))",0,0,0,0,2954.937309081707,3010.1327098406696,10136.584469451911
2954,"POLYGON ((1458372 7464709, 1458372 7465209, 1458872 7465209, 1458872 7464709, 1458372 7464709))",0,0,0,0,2511.291482125056,2548.9523255294444,9715.360309663247
3014,"POLYGON ((1458872 7464709, 1458872 7465209, 1459053.7417334814 7465209, 1459055.7397057416 7465181.579888024, 1459069.6671707386 7465039.500300218, 1459074.3969093016 7464991.259403736, 1459086.4773603634 7464874.298662883, 1459095.0867940346 7464814.925401443, 1459099.22031073 7464768.260742052, 1459098.6348230583 7464722.9334439235, 1459099.1843259984 7464709, 1458872 7464709))",0,0,0,0,2701.9710115328944,2710.136450528604,9913.196553032469
3015,"POLYGON ((1458872 7465209, 1458872 7465709, 1459043.1406832896 7465709, 1459038.84762681 7465699.567829978, 1459036.1491669435 7465653.860816182, 1459023.4527667211 7465609.929584461, 1459005.9070839747 7465549.111790549, 1458999.8074695244 7465481.945097019, 1459010.75929088 7465447.198167408, 1459052.0064471497 7465316.216356321, 1459052.5846168022 7465224.880234947, 1459053.7417334814 7465209, 1458872 7465209))",0,0,0,0,2288.283126163463,2269.6298909435027,9483.468252036659
2955,"POLYGON ((1458372 7465209, 1458372 7465709, 1458872 7465709, 1458872 7465209, 1458372 7465209))",0,0,0,0,2081.2245737389358,2093.6034029422876,9292.648034728321
2956,"POLYGON ((1458372 7465709, 1458372 7466209, 1458872 7466209, 1458872 7465709, 1458372 7465709))",0,0,0,0,1690.0906911984835,1664.0890780847913,8877.972124764772
3016,"POLYGON ((1458872 7465709, 1458872 7466209, 1459372 7466209, 1459372 7465927.425343045, 1459305.811160288 7465908.465472907, 1459280.4373446254 7465901.198210597, 1459073.4895540532 7465809.422568645, 1459050.8298950153 7465725.8937801495, 1459043.1406832896 7465709, 1458872 7465709))",0,0,0,0,2018.5369993038273,1943.4104768425466,9122.120842269627
2895,"POLYGON ((1457872 7465209, 1457872 7465709, 1458372 7465709, 1458372 7465209, 1457872 7465209))",0,1,0,1,1848.56950963896,1918.305191892629,9029.342394460418
2896,"POLYGON ((1457872 7465709, 1457872 7466209, 1458372 7466209, 1458372 7465709, 1457872 7465709))",0,0,0,0,1393.5996735460938,1437.3280976282972,8601.982656757707
2716,"POLYGON ((1456372 7465709, 1456372 7466209, 1456872 7466209, 1456872 7465709, 1456372 7465709))",4,3,0,0,1482.9904136587709,1719.322791544348,7907.0383434216765
2776,"POLYGON ((1456872 7465709, 1456872 7466209, 1457372 7466209, 1457372 7465709, 1456872 7465709))",2,0,1,0,1270.2547230267644,1469.4731236375708,8114.52640548298
2836,"POLYGON ((1457372 7465709, 1457372 7466209, 1457872 7466209, 1457872 7465709, 1457372 7465709))",0,1,4,0,1236.0556442732627,1364.7826422776889,8346.84504505867
2777,"POLYGON ((1456872 7466209, 1456872 7466709, 1457372 7466709, 1457372 7466209, 1456872 7466209))",8,13,4,5,799.0355933954103,1022.4326442767384,7668.808273522082
2837,"POLYGON ((1457372 7466209, 1457372 7466709, 1457872 7466709, 1457872 7466209, 1457372 7466209))",10,8,17,15,743.4678028541277,865.2450009402156,7914.221614093243
2717,"POLYGON ((1456372 7466209, 1456372 7466709, 1456872 7466709, 1456872 7466209, 1456372 7466209))",13,8,27,13,1106.422787701323,1357.2354668639534,7448.915150214882
2778,"POLYGON ((1456872 7466709, 1456872 7467209, 1457372 7467209, 1457372 7466709, 1456872 7466709))",1,4,1,3,404.18893806450126,656.7996369306909,7230.193765508704
2838,"POLYGON ((1457372 7466709, 1457372 7467209, 1457872 7467209, 1457872 7466709, 1457372 7466709))",9,6,9,15,278.66681184112684,366.9688851137076,7489.992343636998
3136,"POLYGON ((1459872 7466209, 1460338.4135018683 7466209, 1460323.8366373472 7466200.051155379, 1460307.6992441982 7466195.424172999, 1460085.8867032395 7466131.903033207, 1459872 7466070.650606003, 1459872 7466209))",0,0,0,0,2769.8016764164013,2633.019903375622,9601.71179653966
3137,"POLYGON ((1459872 7466209, 1459872 7466709, 1460372 7466709, 1460372 7466229.618998874, 1460338.4135018683 7466209, 1459872 7466209))",0,0,0,0,2760.7830714936968,2600.546737783222,9447.083690876409
3197,"POLYGON ((1460372 7466709, 1460872 7466709, 1460872 7466536.572685931, 1460372 7466229.618998874, 1460372 7466709))",0,0,2,0,3191.9437617207827,3018.956736759847,9721.870297441246
3077,"POLYGON ((1459372 7466209, 1459372 7466709, 1459872 7466709, 1459872 7466209, 1459372 7466209))",5,0,0,3,2282.518423004007,2135.8301687936882,9106.702885278533
3198,"POLYGON ((1460372 7466709, 1460372 7467209, 1460872 7467209, 1460872 7466709, 1460372 7466709))",0,2,6,0,3172.282168759524,2975.6257426056554,9462.85822747971
3138,"POLYGON ((1459872 7466709, 1459872 7467209, 1460372 7467209, 1460372 7466709, 1459872 7466709))",0,0,0,0,2673.7777887965262,2480.1347061174215,9095.130697930652
3078,"POLYGON ((1459372 7466709, 1459372 7467209, 1459872 7467209, 1459872 7466709, 1459372 7466709))",1,0,0,2,2175.9598271782625,1986.904064347053,8740.544547767066
3079,"POLYGON ((1459372 7467209, 1459372 7467709, 1459872 7467709, 1459872 7467209, 1459372 7467209))",0,0,0,0,2181.6764168030527,1958.0104728801637,8388.217959868518
3139,"POLYGON ((1459872 7467209, 1459872 7467709, 1460372 7467709, 1460372 7467209, 1459872 7467209))",0,0,0,0,2678.432093968894,2457.048109312822,8757.081931968018
3199,"POLYGON ((1460372 7467209, 1460372 7467709, 1460872 7467709, 1460872 7467209, 1460372 7467209))",3,1,1,0,3176.206066421161,2956.4109678877567,9138.422587303601
3076,"POLYGON ((1459372 7466209, 1459872 7466209, 1459872 7466070.650606003, 1459723.5628945867 7466028.141497881, 1459697.077356894 7466020.544130117, 1459372 7465927.425343045, 1459372 7466209))",0,0,0,0,2395.2593907102323,2280.544447534807,9358.884300125677
3017,"POLYGON ((1458872 7466209, 1458872 7466709, 1459372 7466709, 1459372 7466209, 1458872 7466209))",0,0,0,1,1815.3798106690265,1690.7069853643961,8781.102095967251
2957,"POLYGON ((1458372 7466209, 1458372 7466709, 1458872 7466709, 1458872 7466209, 1458372 7466209))",3,1,4,4,1371.6112286711282,1286.5495368584352,8472.512649672499
2897,"POLYGON ((1457872 7466209, 1457872 7466709, 1458372 7466709, 1458372 7466209, 1457872 7466209))",0,1,0,0,983.3772766587263,975.6686482722216,8182.859352202053
2898,"POLYGON ((1457872 7466709, 1457872 7467209, 1458372 7467209, 1458372 7466709, 1457872 7466709))",4,4,10,14,701.3855476053715,581.3317144375557,7773.304878150656
3018,"POLYGON ((1458872 7466709, 1458872 7467209, 1459372 7467209, 1459372 7466709, 1458872 7466709))",2,1,1,2,1679.438797671908,1498.1680017105987,8400.763987314525
2958,"POLYGON ((1458372 7466709, 1458372 7467209, 1458872 7467209, 1458872 7466709, 1458372 7466709))",9,11,11,1,1185.8449227271142,1020.4052929009229,8077.657590515998
2899,"POLYGON ((1457872 7467209, 1457872 7467709, 1458372 7467709, 1458372 7467209, 1457872 7467209))",4,7,11,18,718.9245471749039,473.24815181939334,7374.913577760826
3019,"POLYGON ((1458872 7467209, 1458872 7467709, 1459372 7467709, 1459372 7467209, 1458872 7467209))",7,4,3,7,1686.8389055468865,1459.6316700932096,8033.549472139998
2959,"POLYGON ((1458372 7467209, 1458372 7467709, 1458872 7467709, 1458872 7467209, 1458372 7467209))",5,2,0,1,1196.3022188805926,962.9352069427007,7695.039551580025
2718,"POLYGON ((1456372 7466709, 1456372 7467209, 1456872 7467209, 1456872 7466709, 1456372 7466709))",1,5,1,1,865.4953513946336,1108.1991533578146,6996.5290298733835
2719,"POLYGON ((1456372 7467209, 1456372 7467709, 1456872 7467709, 1456872 7467209, 1456372 7467209))",0,0,0,0,879.7687317850495,1055.5200682566585,6551.068616387802
2779,"POLYGON ((1456872 7467209, 1456872 7467709, 1457372 7467709, 1457372 7467209, 1456872 7467209))",0,3,0,0,433.91187560916444,563.385315802472,6800.057605459025
2839,"POLYGON ((1457372 7467209, 1457372 7467709, 1457872 7467709, 1457872 7467209, 1457372 7467209))",19,6,13,21,320.25928583360667,143.81729253174422,7075.667237688686
2720,"POLYGON ((1456372 7467709, 1456372 7468209, 1456872 7468209, 1456872 7467709, 1456372 7467709))",0,1,0,0,1139.694625576355,1224.8019699045658,6114.0478872332515
2780,"POLYGON ((1456872 7467709, 1456872 7468209, 1457372 7468209, 1457372 7467709, 1456872 7467709))",0,1,0,0,844.5059703374611,838.7015351431132,6380.1148099639495
2840,"POLYGON ((1457372 7467709, 1457372 7468209, 1457872 7468209, 1457872 7467709, 1457372 7467709))",1,1,1,1,792.1343499076438,637.7308716227599,6673.091368268626
2721,"POLYGON ((1456372 7468209, 1456372 7468709, 1456872 7468709, 1456872 7468209, 1456372 7468209))",2,2,0,0,1465.4675763286482,1544.7191060097848,5687.412691034613
2841,"POLYGON ((1457372 7468209, 1457372 7468709, 1457872 7468709, 1457872 7468209, 1457372 7468209))",10,2,7,2,910.9717374092461,1136.977535226747,6284.52304952583
2781,"POLYGON ((1456872 7468209, 1456872 7468709, 1457372 7468709, 1457372 7468209, 1456872 7468209))",3,4,2,1,1112.9835406754637,1260.7289621647385,5972.515930416721
3020,"POLYGON ((1458872 7467709, 1458872 7468209, 1459372 7468209, 1459372 7467709, 1458872 7467709))",1,0,5,0,1835.8475730320238,1586.36120203712,7681.340942314762
2960,"POLYGON ((1458372 7467709, 1458372 7468209, 1458872 7468209, 1458872 7467709, 1458372 7467709))",4,7,9,4,1398.588508832953,1145.9762055816627,7326.575956826019
2900,"POLYGON ((1457872 7467709, 1457872 7468209, 1458372 7468209, 1458372 7467709, 1457872 7467709))",1,1,2,3,1020.6680766398027,781.0128450864526,6989.594539757022
2901,"POLYGON ((1457872 7468209, 1457872 7468709, 1458372 7468709, 1458372 7468209, 1457872 7468209))",7,1,2,9,959.6909142543497,1223.1100993694718,6619.630909723092
2961,"POLYGON ((1458372 7468209, 1458372 7468709, 1458872 7468709, 1458872 7468209, 1458372 7468209))",1,4,2,1,1229.6925613527467,1482.9965322781134,6974.510506257861
3021,"POLYGON ((1458872 7468209, 1458872 7468709, 1459372 7468709, 1459372 7468209, 1458872 7468209))",2,3,1,5,1613.4686052074912,1844.602698230223,7346.297041560546
2962,"POLYGON ((1458372 7468709, 1458372 7469209, 1458872 7469209, 1458872 7468709, 1458372 7468709))",0,2,0,3,930.124142012768,1893.4877780800364,6641.4515245284665
2902,"POLYGON ((1457872 7468709, 1457872 7469209, 1458372 7469209, 1458372 7468709, 1457872 7468709))",2,1,2,3,523.444146983285,1697.6500128616508,6267.742411085635
3022,"POLYGON ((1458872 7468709, 1458872 7469209, 1459372 7469209, 1459372 7468709, 1458872 7468709))",1,0,2,1,1398.6665306994792,2188.2816010074625,7030.872049298112
2903,"POLYGON ((1457872 7469209, 1457872 7469709, 1458372 7469709, 1458372 7469209, 1457872 7469209))",4,2,1,2,356.34379343517156,2183.582564767984,5937.143798366497
3200,"POLYGON ((1460372 7467709, 1460372 7468209, 1460872 7468209, 1460872 7467709, 1460372 7467709))",1,0,0,0,3166.023570587131,3020.9904107819652,8830.39347565559
3140,"POLYGON ((1459872 7467709, 1459872 7468209, 1460372 7468209, 1460372 7467709, 1459872 7467709))",0,0,0,0,2726.273666558322,2534.384079508723,8435.138737090274
3080,"POLYGON ((1459372 7467709, 1459372 7468209, 1459872 7468209, 1459872 7467709, 1459372 7467709))",0,0,0,1,2298.830747527003,2054.2205974281255,8051.539113301317
3081,"POLYGON ((1459372 7468209, 1459372 7468709, 1459872 7468709, 1459872 7468209, 1459372 7468209))",0,0,0,0,2048.0278524800724,2259.6104783540745,7732.552207633723
3141,"POLYGON ((1459872 7468209, 1459872 7468709, 1460372 7468709, 1460372 7468209, 1459872 7468209))",0,0,0,0,2507.100961085944,2703.5384061368245,8131.214365930903
3201,"POLYGON ((1460872 7468209, 1460372 7468209, 1460372 7468709, 1460741.0765351907 7468709, 1460743.0493718835 7468702.244984757, 1460747.6719631455 7468696.500768597, 1460753.560220198 7468692.893715116, 1460759.2745523672 7468693.579176891, 1460765.3776027018 7468696.590575619, 1460770.9613488864 7468702.117260689, 1460774.1452407357 7468709, 1460829.182913118 7468709, 1460830.6941756953 7468702.621884143, 1460832.7782593565 7468692.776253049, 1460833.2477645034 7468682.392859502, 1460836.2195425374 7468671.457930578, 1460840.0940239704 7468660.530572597, 1460843.260298 7468653.720797165, 1460847.338881036 7468647.625425035, 1460852.1408792182 7468641.690399429, 1460857.1170347878 7468637.387200032, 1460861.7490539732 7468634.507549284, 1460867.6280454765 7468632.333055897, 1460872 7468632.214729124, 1460872 7468209))",0,0,0,0,2977.7297279965346,3160.95807020474,8539.874927473253
3082,"POLYGON ((1459372 7468709, 1459372 7469209, 1459872 7469209, 1459872 7468709, 1459372 7468709))",1,3,9,0,1883.455656139227,2547.9122364942427,7433.5351747699
3142,"POLYGON ((1459872 7468709, 1459872 7469209, 1460372 7469209, 1460372 7468709, 1459872 7468709))",1,0,1,0,2374.561507560243,2948.7517977012585,7847.4026668370525
3202,"MULTIPOLYGON (((1460372 7468709, 1460372 7469209, 1460676.32085519 7469209, 1460676.2936163621 7469207.343317251, 1460651.4779860661 7469170.864693445, 1460653.4055218815 7469166.8320009755, 1460668.7242623484 7469134.642371821, 1460664.9275651912 7469120.040949466, 1460649.491823566 7469106.413435316, 1460640.7333144257 7469103.683117193, 1460624.0657894022 7469098.493224801, 1460615.856054821 7469072.190357129, 1460629.4816312618 7469035.852120456, 1460626.4253285662 7469001.909373545, 1460630.526529544 7468977.762017381, 1460631.0983913494 7468974.364101869, 1460634.577783048 7468965.670815704, 1460638.260356072 7468956.470682379, 1460647.4866524097 7468946.73111733, 1460647.5014679972 7468946.713220277, 1460669.9541456683 7468922.993075393, 1460671.150180121 7468922.370965941, 1460693.2737530272 7468910.841424069, 1460750.1837463852 7468881.157788777, 1460749.9606501202 7468877.562421719, 1460749.4264089153 7468869.3262933595, 1460746.3600689648 7468861.09194691, 1460742.7605617675 7468854.823616752, 1460738.7814451233 7468846.954448129, 1460734.2794890783 7468839.635554124, 1460729.597344436 7468831.410937661, 1460726.5171036667 7468824.7850959115, 1460722.0044847005 7468814.055393871, 1460719.2827586248 7468806.53702988, 1460718.8980643905 7468800.81611901, 1460719.2133681243 7468793.999391564, 1460720.7839510438 7468785.396709359, 1460723.62097437 7468777.869947296, 1460726.7982285942 7468771.21946639, 1460729.9885100543 7468764.587641164, 1460733.5293811054 7468758.477670149, 1460736.5358637185 7468751.663521173, 1460736.4965374747 7468743.440934847, 1460735.718893483 7468732.333985486, 1460736.038482611 7468725.8890268365, 1460737.0805804909 7468720.700885525, 1460740.0675536687 7468712.454764191, 1460741.0765351907 7468709, 1460372 7468709)), ((1460774.1452407357 7468709, 1460776.585212078 7468714.274578243, 1460779.8604283235 7468725.007185747, 1460782.7720432614 7468732.512294985, 1460786.726545882 7468738.577584429, 1460789.079163599 7468743.044137741, 1460793.9260972545 7468746.782991904, 1460799.1259675543 7468749.274459287, 1460806.465641341 7468748.535838016, 1460811.9802683224 7468745.822244354, 1460817.858970216 7468741.50686115, 1460821.7633135524 7468734.877474296, 1460825.4580862839 7468724.651756225, 1460827.721988378 7468715.165670606, 1460829.182913118 7468709, 1460774.1452407357 7468709)))",0,0,0,0,2782.223143507383,3288.4959356604604,8203.522587701047
3143,"POLYGON ((1459872 7469209, 1459872 7469709, 1460372 7469709, 1460372 7469209, 1459872 7469209))",0,0,0,0,2343.40126254457,3252.8686440488136,7585.961387078205
2722,"POLYGON ((1456372 7468709, 1456372 7469209, 1456872 7469209, 1456872 7468709, 1456372 7468709))",0,0,0,0,1224.9825881943268,1942.208631290993,5273.684164689973
2782,"POLYGON ((1456872 7468709, 1456872 7469209, 1457372 7469209, 1457372 7468709, 1456872 7468709))",1,2,1,0,769.2330504620826,1724.9506564045657,5579.966674617484
2842,"POLYGON ((1457372 7468709, 1457372 7469209, 1457872 7469209, 1457872 7468709, 1457372 7468709))",7,6,13,6,427.6173879382477,1636.6841987994667,5912.7245421025345
2783,"POLYGON ((1456872 7469209, 1456872 7469709, 1457372 7469709, 1457372 7469209, 1456872 7469209))",0,0,0,0,666.8632618700104,2204.8746036952093,5205.872610869565
2843,"POLYGON ((1457372 7469209, 1457372 7469709, 1457872 7469709, 1457872 7469209, 1457372 7469209))",4,6,3,2,189.3244690362004,2136.528122349298,5561.060425992675
2723,"POLYGON ((1456372 7469209, 1456372 7469709, 1456872 7469709, 1456872 7469209, 1456372 7469209))",0,0,0,1,1163.4300432290638,2378.695360581257,4876.1487077059055
2784,"POLYGON ((1456872 7469709, 1456872 7470209, 1457372 7470209, 1457372 7469709, 1456872 7469709))",0,0,0,0,893.137018682251,2692.1161321550876,4854.50215690158
2844,"POLYGON ((1457372 7469709, 1457372 7470209, 1457872 7470209, 1457872 7469709, 1457372 7469709))",0,0,0,0,623.5630510899027,2636.431237218028,5233.590986340261
2724,"POLYGON ((1456372 7469709, 1456372 7470209, 1456872 7470209, 1456872 7469709, 1456372 7469709))",0,0,0,0,1306.3523987028502,2836.2314555480766,4499.100773534881
2785,"POLYGON ((1456872 7470209, 1456872 7470709, 1457372 7470709, 1457372 7470209, 1456872 7470209))",0,0,0,0,1284.7882542463287,3183.3169053676124,4531.144749632513
3257,"POLYGON ((1460872 7466709, 1461152.8686152666 7466709, 1460872 7466536.572685931, 1460872 7466709))",0,0,3,0,3548.1056284066713,3364.584331688868,9923.960667342559
3318,"POLYGON ((1461372 7467209, 1461781.2928850506 7467209, 1461664.055973452 7467087.085183207, 1461510.7047962442 7466966.472947828, 1461472.0968820814 7466936.10553972, 1461469.7457239898 7466934.256297567, 1461439.9420986685 7466910.8263075035, 1461406.4492837454 7466884.4850264, 1461396.3494512222 7466876.540135797, 1461372 7466857.391384664, 1461372 7467209))",0,0,0,0,4057.3567933884788,3852.3305327864578,10066.68781466499
3258,"POLYGON ((1460872 7466709, 1460872 7467209, 1461372 7467209, 1461372 7466857.391384664, 1461291.626242382 7466794.184330501, 1461152.8686152666 7466709, 1460872 7466709))",0,0,0,0,3658.7851242590523,3459.4692292123486,9824.874443879633
3379,"POLYGON ((1461872 7467709, 1462140.7119771438 7467709, 1462140.8122690024 7467708.381768098, 1462140.2543109646 7467704.247404984, 1462139.2057812081 7467699.940810067, 1462139.1662844587 7467699.780715401, 1462136.6376037681 7467694.23240367, 1462134.478940691 7467691.18648535, 1462131.791041324 7467687.242503351, 1462129.4427803042 7467683.131743439, 1462127.8214566607 7467679.552827182, 1462127.9802688193 7467675.260442175, 1462132.4311001063 7467667.159865303, 1462136.3344146067 7467661.04159383, 1462140.072354081 7467656.192528719, 1462143.8252912166 7467652.952471616, 1462146.1387165203 7467650.786890601, 1462150.0620333585 7467648.259315436, 1462161.850626714 7467642.6544113485, 1462170.4208701474 7467639.383536212, 1462176.4968642609 7467637.390966285, 1462187.7580123616 7467632.513511408, 1462198.1064806455 7467626.905000224, 1462202.239203474 7467625.266854327, 1462202.6946780859 7467625.084894379, 1462206.326922269 7467623.644383997, 1462149.3508840266 7467558.063271722, 1462116.5548506132 7467541.888564209, 1461872 7467300.487210947, 1461872 7467709))",0,0,0,0,4550.294650058113,4330.169279990781,10178.146549117984
3259,"POLYGON ((1460872 7467209, 1460872 7467709, 1461372 7467709, 1461372 7467209, 1460872 7467209))",0,0,0,0,3674.5845303569454,3455.9580741982872,9530.742405766749
3319,"POLYGON ((1461372 7467209, 1461372 7467709, 1461872 7467709, 1461872 7467300.487210947, 1461818.2226700217 7467247.403331405, 1461781.2928850506 7467209, 1461372 7467209))",0,0,0,0,4169.855130636609,3951.9998280743675,9927.50614484067
