,geometry,crimes_2021,crimes_2022,crimes_2023,crimes_2020,gas_station,bar,liquor_store
3518,"POLYGON ((1462872 7476709, 1462872 7477209, 1462966.5880188202 7477209, 1462963.8416551747 7477199.948561753, 1462982.6440926804 7477131.900057271, 1462983.7118846239 7477121.911649702, 1462986.6890647064 7477122.238076229, 1462987.8806779105 7477122.358802949, 1462988.1250586116 7477115.9231177, 1462986.8886063795 7477099.481438032, 1462982.4965458943 7477061.575573834, 1462987.0061167341 7477048.721957674, 1462997.0595469358 7477036.070568902, 1463001.5813363479 7477034.758820504, 1463013.460508652 7477036.121458106, 1463046.1445158655 7477048.254662536, 1463069.3619287983 7477055.3911163835, 1463082.490785763 7477054.132496416, 1463090.089546739 7477046.689255822, 1463086.1062063742 7477044.1927377805, 1463092.8622098295 7477033.383243537, 1463094.00379073 7477031.555307771, 1463108.0054362107 7476992.123684502, 1463127.5546210066 7476922.221268212, 1463147.2658758254 7476851.668586698, 1463167.5198379017 7476795.715633211, 1463168.256206445 7476793.240016235, 1463168.6393366645 7476791.427030409, 1463168.8922938344 7476789.593649218, 1463168.9856456532 7476787.737675099, 1463168.9627105992 7476785.878585749, 1463168.7940188157 7476784.015591574, 1463168.478631341 7476782.1838924615, 1463168.030884997 7476780.383872502, 1463167.451088039 7476778.633856924, 1463166.7401796193 7476776.898645797, 1463165.8955227472 7476775.2472094605, 1463164.9477970626 7476773.66487083, 1463163.866773789 7476772.149410878, 1463162.6806756202 7476770.718493709, 1463161.3905696492 7476769.391873815, 1463160.01128091 7476768.151631316, 1463158.541562145 7476767.014640701, 1463157.3530938255 7476766.240253737, 1463156.980924996 7476765.9992057765, 1463155.3588392935 7476765.106116077, 1463153.6745085001 7476764.335350177, 1463151.2500425654 7476763.492618921, 1463120.567421252 7476754.475675871, 1463118.4891178454 7476752.1007695645, 1463117.011617417 7476750.1505737305, 1463115.6387799522 7476748.131324255, 1463114.3833115245 7476746.0447707595, 1463114.2585049178 7476745.793442697, 1463113.2464969924 7476743.872630855, 1463112.2281934577 7476741.650125709, 1463111.327566784 7476739.378642052, 1463110.558991094 7476737.057156212, 1463109.9227743128 7476734.703993439, 1463109.4186082978 7476732.300828632, 1463109.0463500863 7476729.88288285, 1463108.8051279315 7476727.452950747, 1463108.6958509083 7476725.006829741, 1463108.7314954274 7476722.566002498, 1463108.8842597655 7476720.126905929, 1463109.181494514 7476717.709998905, 1463109.6252809435 7476715.297020308, 1463110.1836169823 7476712.922337167, 1463110.872882948 7476710.569480561, 1463111.4323950966 7476709, 1462872 7476709))",0,0,0,0,4846.709632412425,9308.94550012306,10130.057228934995
3395,"POLYGON ((1461872 7475209, 1461872 7475709, 1462372 7475709, 1462372 7475209, 1461872 7475209))",0,0,0,0,4699.49140088339,8052.933614220675,8855.784689067566
3336,"POLYGON ((1461372 7475709, 1461372 7476209, 1461872 7476209, 1461872 7475709, 1461372 7475709))",0,0,0,0,4002.479545699956,7703.228611070422,8518.551554633206
3456,"POLYGON ((1462372 7475709, 1462372 7476209, 1462872 7476209, 1462872 7475709, 1462372 7475709))",0,0,0,0,4859.816913702801,8661.603656670688,9471.762635899595
3396,"POLYGON ((1461872 7475709, 1461872 7476209, 1462372 7476209, 1462372 7475709, 1461872 7475709))",0,0,0,0,4423.667197499059,8181.1707273367965,8993.887035641694
3337,"POLYGON ((1461372 7476209, 1461372 7476709, 1461872 7476709, 1461872 7476209, 1461372 7476209))",0,0,0,0,3742.118993431231,7869.02444456752,8690.84588171393
3457,"POLYGON ((1462372 7476209, 1462372 7476709, 1462872 7476709, 1462872 7476209, 1462372 7476209))",0,0,0,0,4647.734123415846,8809.380941929929,9627.012463977797
3397,"POLYGON ((1461872 7476209, 1461872 7476709, 1462372 7476709, 1462372 7476209, 1461872 7476209))",5,2,2,0,4189.563643326285,8337.467789720073,9157.242246475951
3458,"POLYGON ((1462372 7476709, 1462372 7477209, 1462872 7477209, 1462872 7476709, 1462372 7476709))",0,0,0,0,4481.634136028543,8982.594683877564,9805.327660631441
3338,"POLYGON ((1461372 7476709, 1461372 7477209, 1461872 7477209, 1461872 7476709, 1461372 7476709))",0,0,0,0,3533.704374767507,8062.466147773173,8887.962853796374
3398,"POLYGON ((1461872 7476709, 1461872 7477209, 1462372 7477209, 1462372 7476709, 1461872 7476709))",0,0,0,0,4004.504409878164,8520.280735950368,9344.52605065683
3159,"POLYGON ((1459872 7477209, 1459872 7477709, 1460372 7477709, 1460372 7477209, 1459872 7477209))",0,0,0,0,1955.4313524272145,6986.394259739425,7809.4887783007025
3219,"POLYGON ((1460372 7477209, 1460372 7477709, 1460872 7477709, 1460872 7477209, 1460372 7477209))",0,0,0,0,2423.36558004317,7409.556544621179,8234.828377042508
3279,"POLYGON ((1460872 7477209, 1460872 7477709, 1461372 7477709, 1461372 7477209, 1460872 7477209))",0,0,0,0,2902.014764783359,7841.769674209838,8668.141774353051
3160,"POLYGON ((1459872 7477709, 1459872 7478209, 1460372 7478209, 1460372 7477709, 1459872 7477709))",0,0,0,0,1818.604910723484,7272.655596637807,8090.31498330966
3220,"POLYGON ((1460372 7477709, 1460372 7478209, 1460872 7478209, 1460872 7477709, 1460372 7477709))",0,0,0,0,2314.3709257139867,7680.061384046729,8501.61631397846
3280,"POLYGON ((1460872 7477709, 1460872 7478209, 1461372 7478209, 1461372 7477709, 1460872 7477709))",0,0,0,0,2811.6368439528,8097.849486014438,8921.98203153563
3221,"POLYGON ((1460372 7478209, 1460372 7478709, 1460872 7478709, 1460872 7478209, 1460372 7478209))",0,0,0,0,2310.827736773657,7972.776024542078,8788.774744005272
3161,"POLYGON ((1459872 7478209, 1459872 7478709, 1460372 7478709, 1460372 7478209, 1459872 7478209))",0,0,0,0,1814.0936768975896,7581.116942911146,8391.5599312598
3281,"POLYGON ((1460872 7478209, 1460872 7478709, 1461372 7478709, 1461372 7478209, 1460872 7478209))",0,0,0,0,2808.7210237980394,8375.976419076855,9196.023321077695
3162,"POLYGON ((1459872 7478709, 1459872 7479209, 1460372 7479209, 1460372 7478709, 1459872 7478709))",0,0,0,0,1942.8195788111827,7671.510648598892,8711.105534355853
3519,"POLYGON ((1462872 7477209, 1462872 7477387.911933938, 1462880.0322124085 7477380.13720391, 1462883.2077970717 7477374.68178569, 1462884.0932513166 7477373.165386036, 1462896.4910721243 7477351.849895518, 1462904.717331372 7477325.290581889, 1462911.1460430613 7477280.946852388, 1462913.933834808 7477261.657907025, 1462922.8107159166 7477251.081285583, 1462942.5803876582 7477254.8144531585, 1462961.6109819866 7477258.4051582785, 1462977.5782843062 7477245.221608718, 1462966.5880188202 7477209, 1462872 7477209))",0,0,0,0,4683.01000066246,9363.112955542496,10187.183286069276
3520,"POLYGON ((1462872 7478165.368881041, 1462874.8070467447 7478170.025724424, 1462957.59662421 7478116.184047034, 1463009.5819475036 7478101.8060053745, 1463029.4712420322 7478084.778787075, 1463030.4933328133 7478070.502434914, 1463031.0043766676 7478063.364268588, 1462996.1692997443 7478013.255073356, 1462942.7280325321 7477883.059043754, 1462872 7477816.428569652, 1462872 7478165.368881041))",0,0,0,0,4610.41658989284,9695.813873749574,10522.424817532765
3339,"POLYGON ((1461372 7477209, 1461372 7477709, 1461872 7477709, 1461872 7477209, 1461372 7477209))",0,0,0,0,3386.839035960118,8281.616693543334,9108.29101649834
3459,"POLYGON ((1462872 7477209, 1462372 7477209, 1462372 7477709, 1462813.811526769 7477709, 1462814.5304508728 7477707.472989493, 1462814.9586019453 7477701.802707187, 1462816.0167865776 7477687.8296122365, 1462817.2145989593 7477671.91282473, 1462815.3874942935 7477668.872129759, 1462806.3353626302 7477653.830139479, 1462800.0853196227 7477643.467103588, 1462770.2994123162 7477605.14170931, 1462750.4006840093 7477575.701595211, 1462748.2066028905 7477570.049784577, 1462746.3387574241 7477565.255041826, 1462747.1208820557 7477561.612264811, 1462749.2211365956 7477551.720101071, 1462774.3939467536 7477531.526543194, 1462804.0628683274 7477507.7377528, 1462808.321048615 7477504.310893563, 1462815.5061567654 7477484.006511117, 1462812.9961852613 7477451.458760436, 1462818.646255531 7477439.55535895, 1462872 7477387.911933938, 1462872 7477209))",0,0,0,0,4347.9362389821745,9156.163153444662,9981.829142206621
3399,"POLYGON ((1461872 7477209, 1461872 7477709, 1462372 7477709, 1462372 7477209, 1461872 7477209))",0,0,0,0,3875.5215927647605,8727.943543251993,9554.331408432738
3400,"POLYGON ((1461872 7477709, 1461872 7478209, 1462372 7478209, 1462372 7477709, 1461872 7477709))",0,0,0,0,3808.3171694645066,8958.728323204214,9785.20976846815
3340,"POLYGON ((1461372 7477709, 1461372 7478209, 1461872 7478209, 1461872 7477709, 1461372 7477709))",0,0,0,0,3309.726680974655,8524.493517714869,9350.189666096865
3460,"POLYGON ((1462872 7477816.428569652, 1462866.176932118 7477810.942855434, 1462806.944733214 7477765.099141716, 1462798.1753576612 7477747.109500061, 1462797.0008118064 7477744.706325944, 1462813.811526769 7477709, 1462372 7477709, 1462372 7478209, 1462825.1865431215 7478209, 1462835.2065445627 7478188.152843945, 1462870.6642893264 7478163.152959477, 1462872 7478165.368881041, 1462872 7477816.428569652))",0,0,0,0,4300.834936254875,9395.54871723861,10222.221083805753
3401,"POLYGON ((1461872 7478209, 1461872 7478709, 1462372 7478709, 1462372 7478209, 1461872 7478209))",0,0,0,0,3806.1649610192144,9210.897233373555,10035.706839265717
3461,"POLYGON ((1462372 7478209, 1462372 7478709, 1462635.5550915834 7478709, 1462636.4101860777 7478679.114748557, 1462618.7146687459 7478638.575924848, 1462825.1865431215 7478209, 1462372 7478209))",0,0,0,0,4228.635375249115,9561.405227654695,10387.328764313643
3341,"POLYGON ((1461372 7478209, 1461372 7478709, 1461872 7478709, 1461872 7478209, 1461372 7478209))",0,0,0,1,3307.250028347986,8789.1299005277,9612.030396474242
3462,"POLYGON ((1462372 7478709, 1462372 7479209, 1462784.1640517444 7479209, 1462782.4104725742 7479188.803567552, 1462781.5522718735 7479177.839058067, 1462780.930969208 7479170.0324219195, 1462790.1623132345 7479074.340543944, 1462755.2000986044 7479014.6758579705, 1462729.014338556 7479010.432285963, 1462715.5078139869 7479008.245801253, 1462694.513822191 7478985.853109606, 1462693.494274507 7478909.5562736355, 1462686.226570048 7478883.8497672435, 1462651.332904493 7478842.936807784, 1462620.7619345586 7478816.374687187, 1462611.2064875255 7478760.209768141, 1462635.295648378 7478718.067448655, 1462635.5550915834 7478709, 1462372 7478709))",0,0,0,0,4291.04355316755,9850.936645794862,10674.309419066634
3523,"POLYGON ((1462872 7479709, 1462927.5818220275 7479709, 1462937.652204469 7479672.389952093, 1462938.4909057291 7479669.349551936, 1462925.367078992 7479626.078923085, 1462940.9148080298 7479556.788630981, 1462956.242316109 7479505.554285323, 1462961.6643333416 7479476.592276714, 1462962.9909806475 7479469.491613444, 1462960.2091110845 7479457.430700902, 1462948.639089697 7479407.281015724, 1462948.5213571354 7479406.763397832, 1462931.562968277 7479371.218163012, 1462930.5554116871 7479369.119208728, 1462914.2270087488 7479353.632217834, 1462898.4407383758 7479334.777051182, 1462879.965927779 7479317.834274149, 1462872 7479310.531531051, 1462872 7479709))",0,0,0,0,4762.67179815913,10364.085473877269,11267.206495725792
3524,"POLYGON ((1462872 7479709, 1462872 7480089.858151442, 1463001.5356849374 7480038.442297084, 1463001.3475186 7480032.380232868, 1463000.6983546363 7480012.497472815, 1463000.5860404526 7480009.05929528, 1463000.1491205466 7479995.979303216, 1463001.355407901 7479950.241154932, 1462960.418246902 7479904.045251826, 1462939.879086569 7479880.865080404, 1462906.4596932172 7479857.640975147, 1462902.5190289018 7479848.062999346, 1462895.8014297453 7479831.699622352, 1462890.7935824294 7479819.507914724, 1462892.8430267868 7479771.72140707, 1462913.2179432213 7479761.218701152, 1462927.5818220275 7479709, 1462872 7479709))",0,0,0,0,4906.651767040601,10352.68234593708,11518.43469298511
3342,"POLYGON ((1461372 7478709, 1461372 7479209, 1461872 7479209, 1461872 7478709, 1461372 7478709))",0,0,0,0,3379.573167910409,9073.62215893616,9892.229773590228
3402,"POLYGON ((1461872 7478709, 1461872 7479209, 1462372 7479209, 1462372 7478709, 1461872 7478709))",0,0,0,0,3869.1735238604438,9482.744461312654,10304.391942974846
3463,"POLYGON ((1462372 7479209, 1462372 7479709, 1462872 7479709, 1462872 7479310.531531051, 1462858.2200596 7479297.8988073515, 1462849.8925607728 7479272.551751435, 1462842.665652103 7479256.742461043, 1462842.0231774664 7479254.051488523, 1462837.0905002293 7479239.63150576, 1462834.4060329448 7479238.674320531, 1462826.3671342593 7479221.089938903, 1462784.393554642 7479211.643245225, 1462784.1640517444 7479209, 1462372 7479209))",1,0,0,0,4470.45515675726,10081.524124229896,10997.785246647987
3343,"POLYGON ((1461372 7479209, 1461372 7479709, 1461872 7479709, 1461872 7479209, 1461372 7479209))",0,0,0,0,3522.0912601055984,9088.898885091996,10189.273352122082
3403,"POLYGON ((1461872 7479209, 1461872 7479709, 1462372 7479709, 1462372 7479209, 1461872 7479209))",0,0,0,0,3994.2603576876268,9586.661845055873,10589.880776722894
3344,"POLYGON ((1461372 7479709, 1461372 7480209, 1461872 7480209, 1461872 7479709, 1461372 7479709))",0,0,0,0,3726.7598382193196,9054.064451461356,10501.731904549142
3404,"POLYGON ((1461872 7479709, 1461872 7480209, 1462372 7480209, 1462372 7479709, 1461872 7479709))",0,0,1,0,4175.850554347837,9553.642524149613,10890.851960061034
3464,"POLYGON ((1462872 7479709, 1462372 7479709, 1462372 7480209, 1462673.3144418101 7480209, 1462664.893096963 7480176.158783743, 1462856.711760452 7480095.926424432, 1462872 7480089.858151442, 1462872 7479709))",0,0,0,0,4619.869615156907,10042.65977747647,11271.514664896997
3405,"POLYGON ((1462372 7480209, 1461872 7480209, 1461872 7480465.143830848, 1461968.4881392694 7480434.18123126, 1462058.3315876995 7480405.348740489, 1462061.8021222919 7480404.18482823, 1462070.8167394125 7480401.134731281, 1462073.7725236006 7480400.13456346, 1462172.403890935 7480373.432207365, 1462215.1438029578 7480364.258684392, 1462312.6212934481 7480347.936687588, 1462314.7429046924 7480347.621631923, 1462372 7480339.164840237, 1462372 7480209))",0,0,0,0,4305.156217385439,9516.818785170432,11084.760537884058
3465,"POLYGON ((1462372 7480209, 1462372 7480339.164840237, 1462694.4786222912 7480291.5352055635, 1462673.3144418101 7480209, 1462372 7480209))",0,0,0,0,4662.973556290652,9941.16273162179,11389.63041959462
3345,"POLYGON ((1461872 7480209, 1461372 7480209, 1461372 7480619.482411769, 1461571.1978107241 7480561.669868266, 1461872 7480465.143830848, 1461872 7480209))",0,0,0,0,3923.8979487470788,9026.804222542964,10761.066542650093
1686,"POLYGON ((1447872 7461209, 1448372 7461209, 1448372 7460766.247584289, 1448345.2681254032 7460751.912385791, 1448336.8373735498 7460750.381080127, 1448336.1215431732 7460749.989321672, 1448331.3834939408 7460747.416543078, 1448266.9542956324 7460737.406516486, 1448257.1423207042 7460735.888919387, 1448180.1366091827 7460721.879543724, 1448129.7833121307 7460712.715441775, 1448121.1221017246 7460711.1238556765, 1448116.1895734787 7460711.794947601, 1448116.131073011 7460711.810141166, 1447872 7460745.029147403, 1447872 7461209))",0,0,0,0,8604.020520647173,8979.261659237565,11965.740500762518
1746,"POLYGON ((1448372 7461209, 1448872 7461209, 1448872 7461022.782391638, 1448785.113221132 7460980.6653101435, 1448613.6259488435 7460897.522245936, 1448559.7078777272 7460871.6194850905, 1448535.0576902684 7460859.7845776975, 1448525.2248031893 7460852.861424553, 1448498.6625006343 7460834.171443587, 1448372 7460766.247584289, 1448372 7461209))",0,0,0,0,8392.655539037603,8769.886093551373,12060.729001107342
2047,"POLYGON ((1450872 7461709, 1450916.903829768 7461709, 1450944.7815122467 7461625.566536292, 1450872 7461601.017918499, 1450872 7461709))",0,0,0,0,7456.427213810951,7828.232615358227,11885.520676789389
1987,"POLYGON ((1450372 7461709, 1450872 7461709, 1450872 7461601.017918499, 1450798.398411077 7461576.192695448, 1450768.906352516 7461566.258638761, 1450746.0379189476 7461558.543124802, 1450500.1751761984 7461505.616007392, 1450416.6707142335 7461487.644774493, 1450372 7461478.433844731, 1450372 7461709))",0,0,0,0,7501.312020457589,7875.66131886361,11995.130034617781
2108,"POLYGON ((1451372 7462209, 1451577.5856049552 7462209, 1451393.987261447 7462148.297457616, 1451372 7462140.893987349, 1451372 7462209))",0,0,0,0,6948.079032532064,7313.465587220226,11256.574916714542
2048,"MULTIPOLYGON (((1450872 7462209, 1451372 7462209, 1451372 7462140.893987349, 1451267.6230922234 7462105.74857667, 1451118.76411657 7462055.618714885, 1451011.565946135 7462020.746370405, 1450872 7461975.334440982, 1450872 7462209)), ((1450872 7461709, 1450872 7461843.390010869, 1450916.903829768 7461709, 1450872 7461709)))",0,0,0,0,7003.892099874711,7373.952639146267,11405.050456333172
1988,"POLYGON ((1450872 7461709, 1450372 7461709, 1450372 7462209, 1450872 7462209, 1450872 7461975.334440982, 1450834.3263466032 7461963.0761979325, 1450838.154774944 7461944.900826194, 1450848.2454160538 7461914.483697336, 1450872 7461843.390010869, 1450872 7461709))",0,0,0,0,7159.341503943677,7533.611850225838,11658.307961656756
1806,"POLYGON ((1448872 7461209, 1449355.8328538786 7461209, 1449110.8211955673 7461138.5375279095, 1449043.6854865816 7461105.989226314, 1448951.6002247378 7461061.367423744, 1448872 7461022.782391638, 1448872 7461209))",0,0,0,0,8181.082227526205,8559.373995664722,12132.341509778265
1807,"POLYGON ((1448872 7461209, 1448872 7461709, 1449372 7461709, 1449372 7461213.649481132, 1449355.8328538786 7461209, 1448872 7461209))",0,0,0,0,7857.671640988309,8236.00873497412,11892.866415098011
1927,"POLYGON ((1449872 7461709, 1450372 7461709, 1450372 7461478.433844731, 1450351.9779364313 7461474.305372098, 1450037.9371342913 7461404.534573906, 1449879.5172681562 7461359.605588022, 1449872 7461357.443560753, 1449872 7461709))",0,0,0,0,7591.652676689292,7968.787791548269,12177.567424244022
1867,"POLYGON ((1449372 7461709, 1449872 7461709, 1449872 7461357.443560753, 1449773.8495760523 7461329.214703067, 1449766.3083815433 7461327.056313872, 1449755.2625465777 7461323.879736087, 1449752.2058631715 7461322.998072194, 1449475.1210167725 7461243.3058730615, 1449372 7461213.649481132, 1449372 7461709))",0,0,0,0,7726.563616787804,8104.998307171908,12073.732443472154
1808,"POLYGON ((1448872 7461709, 1448872 7462209, 1449372 7462209, 1449372 7461709, 1448872 7461709))",0,0,0,0,7371.5129878979,7749.617502347516,11441.58168674234
1868,"POLYGON ((1449372 7461709, 1449372 7462209, 1449872 7462209, 1449872 7461709, 1449372 7461709))",0,0,0,0,7267.233278596089,7645.735186651285,11669.596787436594
1928,"POLYGON ((1449872 7461709, 1449872 7462209, 1450372 7462209, 1450372 7461709, 1449872 7461709))",0,0,0,0,7196.25981467606,7573.503921970609,11793.426918671263
1809,"POLYGON ((1448872 7462209, 1448872 7462709, 1449372 7462709, 1449372 7462209, 1448872 7462209))",0,0,0,0,6887.304454383672,7265.042283730352,10994.459360789828
1626,"POLYGON ((1447372 7461209, 1447872 7461209, 1447872 7460745.029147403, 1447805.006108706 7460754.145031201, 1447372 7460824.912960663, 1447372 7461209))",0,0,0,0,8750.662328984425,9122.728587082189,11785.06711894801
1687,"POLYGON ((1447872 7461209, 1447872 7461709, 1448372 7461709, 1448372 7461209, 1447872 7461209))",0,0,0,0,8142.265853222158,8516.508278489415,11506.609013033805
1747,"POLYGON ((1448372 7461209, 1448372 7461709, 1448872 7461709, 1448872 7461209, 1448372 7461209))",0,0,0,0,7985.610121921468,8362.51208485138,11690.669299308041
1627,"POLYGON ((1447372 7461209, 1447372 7461709, 1447872 7461709, 1447872 7461209, 1447372 7461209))",0,0,0,0,8326.044524848548,8696.563582580888,11341.620399743506
1748,"POLYGON ((1448372 7461709, 1448372 7462209, 1448872 7462209, 1448872 7461709, 1448372 7461709))",0,0,0,0,7507.711231524582,7883.899816777503,11231.210700874813
1688,"POLYGON ((1447872 7461709, 1447872 7462209, 1448372 7462209, 1448372 7461709, 1447872 7461709))",0,0,1,0,7674.128754534505,8047.060407955051,11039.492566259201
1628,"POLYGON ((1447372 7461709, 1447372 7462209, 1447872 7462209, 1447872 7461709, 1447372 7461709))",1,0,0,0,7868.848476517149,8237.383449710902,10867.414523866262
1749,"POLYGON ((1448372 7462209, 1448372 7462709, 1448872 7462709, 1448872 7462209, 1448372 7462209))",0,0,2,0,7032.886096943851,7408.113408465296,10775.36259014546
1689,"POLYGON ((1447872 7462209, 1447872 7462709, 1448372 7462709, 1448372 7462209, 1447872 7462209))",1,0,1,1,7210.271219434056,7581.52024075493,10575.383740657051
1629,"POLYGON ((1447372 7462209, 1447372 7462709, 1447872 7462709, 1447872 7462209, 1447372 7462209))",5,1,3,7,7417.178389590748,7783.235448659514,10395.626175233541
1869,"POLYGON ((1449372 7462209, 1449372 7462709, 1449872 7462709, 1449872 7462209, 1449372 7462209))",0,0,0,0,6775.576613260322,7154.1270953273215,11231.555294037056
1929,"POLYGON ((1449872 7462209, 1449872 7462709, 1450372 7462709, 1450372 7462209, 1449872 7462209))",0,0,0,0,6699.3965576719875,7076.87993453352,11315.917993552275
1870,"POLYGON ((1449372 7462709, 1449372 7463209, 1449872 7463209, 1449872 7462709, 1449372 7462709))",0,0,0,0,6285.236460053509,6663.7678866986,10798.897141128495
1810,"POLYGON ((1448872 7462709, 1448872 7463209, 1449372 7463209, 1449372 7462709, 1448872 7462709))",0,0,0,0,6405.522739324162,6782.706490486589,10552.08423856256
1930,"POLYGON ((1449872 7462709, 1449872 7463209, 1450372 7463209, 1450372 7462709, 1449872 7462709))",0,0,0,0,6203.037413523558,6580.767247023871,10840.437333777652
1871,"POLYGON ((1449372 7463209, 1449372 7463709, 1449872 7463709, 1449872 7463209, 1449372 7463209))",0,0,0,0,5796.54692687049,6174.955092913186,10372.296014207006
1811,"POLYGON ((1448872 7463209, 1448872 7463709, 1449372 7463709, 1449372 7463209, 1448872 7463209))",0,0,0,0,5926.759694860647,6303.1242481635945,10115.079185027756
1931,"POLYGON ((1449872 7463209, 1449872 7463709, 1450372 7463709, 1450372 7463209, 1449872 7463209))",0,0,0,0,5707.31391025575,6085.29091426212,10367.26401411291
1932,"POLYGON ((1449872 7463709, 1449872 7464209, 1450372 7464209, 1450372 7463709, 1449872 7463709))",0,0,0,0,5212.407407985731,5590.6201322304205,9896.728989372234
1872,"POLYGON ((1449372 7463709, 1449372 7464209, 1449872 7464209, 1449872 7463709, 1449372 7463709))",1,0,0,0,5309.963765604948,5688.087407133743,9952.530821253249
1386,"POLYGON ((1445372 7461209, 1445872 7461209, 1445872 7461125.676938799, 1445796.4102772255 7461122.570899471, 1445749.3779960861 7461120.234179248, 1445726.5443397928 7461119.094664106, 1445372 7461101.416399133, 1445372 7461209))",0,0,0,0,8822.552530289651,9900.135980572562,11181.78165715623
1326,"POLYGON ((1444872 7461209, 1445372 7461209, 1445372 7461101.416399133, 1445125.954380877 7461089.148089751, 1444872 7461076.467986239, 1444872 7461209))",0,0,0,0,8907.885517302568,10188.43537017866,11137.880985389473
1446,"POLYGON ((1445872 7461209, 1446372 7461209, 1446372 7461102.453832548, 1446371.4056155912 7461102.529520011, 1446366.1302177326 7461103.490537405, 1446177.6298304065 7461138.235501502, 1445872 7461125.676938799, 1445872 7461209))",0,0,0,0,8769.19387808145,9623.037341150482,11257.217984423634
1566,"POLYGON ((1446872 7461209, 1447372 7461209, 1447372 7460824.912960663, 1447340.7764472305 7460830.0159514425, 1447319.9495064446 7460833.424661694, 1447249.5814418024 7460845.491533789, 1447190.3598643546 7460878.881733252, 1447102.723692667 7460928.302104366, 1447078.2104180509 7460936.550790385, 1446872 7461005.980564409, 1446872 7461209))",0,0,0,0,8879.725823331639,9255.910522231827,11594.131451851481
1145,"POLYGON ((1443372 7460709, 1443569.9406916054 7460709, 1443524.882381193 7460692.852162518, 1443474.531839572 7460674.808859675, 1443406.3058981795 7460653.6607538685, 1443372 7460643.031332324, 1443372 7460709))",0,0,0,0,9780.867942874638,11112.8466651685,11573.057985073412
1085,"POLYGON ((1442872 7460709, 1443372 7460709, 1443372 7460643.031332324, 1443130.1183919755 7460568.086156362, 1443120.9188508168 7460566.526593492, 1443110.7069964523 7460564.79527269, 1443054.9720079058 7460554.980281458, 1442872 7460540.455966325, 1442872 7460709))",0,0,0,0,9945.745789588374,11198.099444732325,11645.191064188593
1206,"POLYGON ((1443872 7461209, 1444372 7461209, 1444372 7460832.738612426, 1444248.5311647884 7460813.706464352, 1443962.0091815644 7460769.5252530575, 1443887.825414473 7460759.688115472, 1443880.336598328 7460758.779921133, 1443872 7460757.599076197, 1443872 7461209))",0,0,0,0,9276.745621806638,10754.985935217448,11239.558836243436
1146,"POLYGON ((1443372 7460709, 1443372 7461209, 1443872 7461209, 1443872 7460757.599076197, 1443596.7400586996 7460718.609635275, 1443586.6120910086 7460714.9746369915, 1443569.9406916054 7460709, 1443372 7460709))",0,0,0,0,9457.876648015967,10818.032958335216,11284.225317770113
1086,"POLYGON ((1442872 7460709, 1442872 7461209, 1443372 7461209, 1443372 7460709, 1442872 7460709))",0,0,0,0,9636.132141637105,10877.104752687539,11324.165707355298
1087,"POLYGON ((1442872 7461209, 1442872 7461709, 1443372 7461709, 1443372 7461209, 1442872 7461209))",0,0,0,0,9172.967353740321,10381.27940464917,10826.129230214421
1147,"POLYGON ((1443372 7461209, 1443372 7461709, 1443872 7461709, 1443872 7461209, 1443372 7461209))",0,0,0,0,8991.760423839138,10327.18132852568,10792.34783521435
1207,"POLYGON ((1443872 7461209, 1443872 7461709, 1444372 7461709, 1444372 7461209, 1443872 7461209))",0,0,0,0,8835.167285719826,10297.10572477071,10781.672851798492
1088,"POLYGON ((1442872 7461709, 1442872 7462209, 1443372 7462209, 1443372 7461709, 1442872 7461709))",0,0,0,0,8709.386774275898,9885.874587200075,10328.282492794455
1148,"POLYGON ((1443372 7461709, 1443372 7462209, 1443872 7462209, 1443872 7461709, 1443372 7461709))",0,0,1,0,8522.912820240144,9829.050232281072,10292.867284577082
1208,"POLYGON ((1443872 7461709, 1443872 7462209, 1444372 7462209, 1444372 7461709, 1443872 7461709))",0,0,0,0,8357.539613328068,9797.445615238747,10281.673726824343
1089,"POLYGON ((1442872 7462209, 1442872 7462709, 1443372 7462709, 1443372 7462209, 1442872 7462209))",0,0,0,0,8215.279540355223,9390.956853819713,9830.654321693231
1209,"POLYGON ((1443872 7462209, 1443872 7462709, 1444372 7462709, 1444372 7462209, 1443872 7462209))",0,0,0,0,7882.68709324694,9297.822049276709,9781.674691305745
1149,"POLYGON ((1443372 7462209, 1443372 7462709, 1443872 7462709, 1443872 7462209, 1443372 7462209))",0,0,0,0,8057.81176021802,9331.119051065622,9793.439747074495
1266,"POLYGON ((1444372 7461209, 1444872 7461209, 1444872 7461076.467986239, 1444528.491195337 7461059.316373477, 1444514.8750369535 7461058.637740472, 1444514.5273996985 7461045.608938858, 1444509.3556301568 7460853.911345509, 1444372 7460832.738612426, 1444372 7461209))",0,0,0,0,9084.339880624184,10566.443560061081,11168.005809915285
1327,"POLYGON ((1444872 7461209, 1444872 7461709, 1445372 7461709, 1445372 7461209, 1444872 7461209))",0,0,0,0,8600.990167447117,9931.099767263393,10829.767534767963
1387,"POLYGON ((1445372 7461209, 1445372 7461709, 1445872 7461709, 1445872 7461209, 1445372 7461209))",0,0,0,0,8525.576655420795,9645.073234509195,10888.23045972425
1267,"POLYGON ((1444372 7461209, 1444372 7461709, 1444872 7461709, 1444872 7461209, 1444372 7461209))",0,0,0,0,8704.516437665443,10233.574520940003,10794.172833995266
